Id;Name;Address;Location;Province;Zip_Code;Items;Weight;Node_Type;TW_Start;TW_End;Latitude;Longitude;Email;Phone
115;CENTRE MÈDIC MOLINS, SL;PS DEL TERRAPLÈ, 97;Molins de Rei;BARCELONA;8750;177;21339,12;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,41804038;2,01092833300004;lluisplanas@clinicademolinsderei.com;936680004
116;HOSPITAL DE MOLLET;RD PINETONS, 6-8;Mollet del Vallès;BARCELONA;8100;164;19771,84;GENERAL;03:00;23:59;41,543718303;2,20246175900007;hmolldir@ctv.es;935760300
117;HOSPITAL DE SABADELL;CR PROLONGACIÓ TAULÍ, S/N;Sabadell;BARCELONA;8208;861;103802,16;GENERAL;03:00;23:59;41,5533268560001;2,11074609700006;direcciogeneral@cspt.es;937231010
118;BENITO MENNI,COMPLEX ASSISTENCIAL EN SALUT MENTAL.;CR DR. ANTONI PUJADAS, 38;Sant Boi de Llobregat;BARCELONA;8830;774;93313,44;PSIQUIÁTRICO;03:00;23:59;41,3499151890001;2,03829569300007;hospital@hsc-bmennibcn.org;936402400
119;PARC SANITARI SANT JOAN DE DÉU - RECINTE SANT BOI.;CR DR. ANTONI PUJADAS, 42;Sant Boi de Llobregat;BARCELONA;8830;1065;128396,4;GENERAL;03:00;23:59;41,349976633;2,03818852800003;mvalencia@pssjd.org;936406350
120;PARC SANITARI SANT JOAN DE DÉU - HOSPITAL GENERAL;CR CAMÍ VELL DE LA COLÒNIA, 25;Sant Boi de Llobregat;BARCELONA;8830;246;29657,76;GENERAL;03:00;23:59;41,3563472160001;2,03052222500003;hsantboi@hsantboi.es;936615208
121;HOSPITAL DE SANT CELONI.;AV DE L'HOSPITAL, 19;Sant Celoni;BARCELONA;8470;100;12056,0;GENERAL;03:00;23:59;41,6876394860001;2,48632366400005;secretaria@hsceloni.es;938670617
122;HOSPITAL UNIVERSITARI GENERAL DE CATALUNYA;CR PEDRO I PONS, 1;Sant Cugat del Vallès;BARCELONA;8195;286;34480,16;GENERAL;03:00;23:59;41,4687280090001;2,03665952700004;hgc@hgc.es;935656000
123;CASAL DE CURACIÓ;CR MARIA VIDAL, 19;Vilassar de Mar;BARCELONA;8340;81;9765,36;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,501687082;2,38739236500004;curacio@suport.org;937590241
124;HOSPITAL RESIDÈNCIA SANT CAMIL - CONSORCI SANITARI DEL GARRAF.;RD SANT  CAMIL, S/N;Sant Pere de Ribes;BARCELONA;8810;295;35565,2;GENERAL;03:00;23:59;41,2538499880001;1,76613999400007;santcamil@hrsantcamil.es;938960025
125;CENTRES ASSISTENCIALS DR. EMILI MIRA I LÓPEZ (RECINTE TORRIBERA).;CR PRAT DE LA RIBA, 171;Santa Coloma de Gramenet;BARCELONA;8921;454;54734,24;PSIQUIÁTRICO;03:00;23:59;41,462396251;2,21333001600004;g.torribera@diba.es;934628926
126;FUNDACIÓ HOSPITAL DE L'ESPERIT SANT;AV MOSSÈN JOSEP PONS I ROBADÀ, S/N;Santa Coloma de Gramenet;BARCELONA;8923;177;21339,12;GENERAL;03:00;23:59;41,439224445;2,21079733100004;mesteva@hes.scs.es / hesperitsant@hes.sc;933869648
127;HOSPITAL DE TERRASSA.;CT TORREBONICA, S/N;Terrassa;BARCELONA;8227;460;55457,6;GENERAL;03:00;23:59;41,558555326;2,05520199900008;csdt@csdt.es;937310007
128;HOSPITAL DE SANT LLÀTZER;PL DOCTOR ROBERT, 1;Terrassa;BARCELONA;8221;77;9283,12;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,5629585470001;2,01709962400003;admissionsfsll@cst.cat;937837111
129;HOSPITAL UNIVERSITARI MÚTUA DE TERRASSA;PL DOCTOR ROBERT, 5;Terrassa;BARCELONA;8221;534;64379,04;GENERAL;03:00;23:59;41,5635015220001;2,01659752600006;;937365050
130;HOSPITAL  UNIVERSITARI DE VIC;"CR FRANCESC PLA ""EL VIGATA"", 1";Vic;BARCELONA;8500;292;35203,52;GENERAL;03:00;23:59;41,936365939;2,26094360800005;gerencia@hgv.es;938891111
131;CLÍNICA SANT JOSEP;CR SANT SEGIMON, 3;Vic;BARCELONA;8500;21;2531,76;GENERAL;03:00;23:59;41,9294950830001;2,26113118700005;administracio@clinicasjv.com;938861700
132;HOSPITAL DE LA SANTA CREU;RB HOSPITAL, 52;Vic;BARCELONA;8500;127;15311,12;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,928397547;2,25213599000006;sjuridica@chv.cat;938833300
133;HOSPITAL DE VILADECANS;AV GAVÀ, 38;Viladecans;BARCELONA;8840;110;13261,6;GENERAL;03:00;23:59;41,3124723110001;2,01397313000007;gerencia@hv.scs.es;936590111
134;HOSPITAL SANT ANTONI ABAT - CONSORCI SANITARI DEL GARRAF.;CR SANT JOSEP, 21;Vilanova i la Geltrú;BARCELONA;8800;111;13382,16;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,228743115;1,72300218400005;fhcaa@retemail.es;938931616
135;CENTRE SOCIOSANITARI CAN TORRAS;CT EL MASNOU A ALELLA, 11;Alella;BARCELONA;8328;119;14346,64;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,484694023;2,29828617900006;jm.cuartero@fsfa.cat;935551994
136;HESTIA MARESME;CR LEPANT, 13-21;Mataró;BARCELONA;8301;125;15070,0;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,5358764050001;2,44422911500004;;931165279
137;PRYTANIS SANT BOI CENTRE SOCIOSANITARI;CR JOSEP TORRAS I BAGES, 55;Sant Boi de Llobregat;BARCELONA;8830;122;14708,32;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,348793932;2,04120307000005;prytanis@prytanisresidencial.es;936300931
138;CENTRE SOCIOSANITARI VERGE DEL PUIG;CR CAMPINS, 37;Sant Celoni;BARCELONA;8470;40;4822,4;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,6911209990001;2,48585930200005;residencia@hsceloni.cat;938673995
139;RESIDÈNCIA L'ESTADA;CM DE LA MASIA, S/N;Sant Andreu de Llavaneres;BARCELONA;8392;60;7233,6;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,56797419;2,49229708800004;estada@lestada.com;937926612
140;RESIDÈNCIA PUIG-REIG;CR LLOBREGAT, 75;Puig-reig;BARCELONA;8692;30;3616,8;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,9781191820001;1,87948173300003;cassbenefica2@logiccontrol.es;938380045
141;RESIDÈNCIA SANTA SUSANNA;CR FONT I BOET, 16;Caldes de Montbui;BARCELONA;8140;64;7715,84;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,6307870000001;2,16401400000007;aros@fundaciostasusanna.cat;938654994
142;HOSPITAL DE MATARÓ;CT CIRERA, 230;Mataró;BARCELONA;8304;402;48465,12;GENERAL;03:00;23:59;41,555597182;2,43030160600006;gerencia@csdm.es;937417700
143;HOSPITAL UNIVERSITARI VALL D'HEBRON;PS VALL D'HEBRON, 119-129;Barcelona;BARCELONA;8035;1315;158536,4;GENERAL;03:00;23:59;41,4276414340001;2,14164638800003;dirgerencia@vhebron.net;934894524
144;CENTRE POLIVALENT CAN FOSC;CT DE LLERONA, S/N;Ametlla del Vallès, L';BARCELONA;8480;56;6751,36;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,6622691260001;2,27332958800002;vbonet@fundaciovallparadis.es;938432786
145;HOSPITAL SOCIOSANITARI MUTUAM GÜELL;CR MARE DE DÉU DE LA SALUT, 49;Barcelona;BARCELONA;8024;167;20133,52;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,4113206270001;2,15676266200006;mutuam@mutuam.com;932133400
146;MÚTUA DE GRANOLLERS, MÚTUA DE PREVISIÓ SOCIAL A PRIMA FIXA;PL PAU CASALS, S/N;Granollers;BARCELONA;8402;20;2411,2;GENERAL;03:00;23:59;41,6073015000001;2,28941100000003;rblanch@mutua.org;938708099
147;HOSPITAL COMARCAL DE L'ALT PENEDÈS.;CR ESPIRALL, S/N;Vilafranca del Penedès;BARCELONA;8720;144;17360,64;GENERAL;03:00;23:59;41,3564879520001;1,70436918300004;xvillanova@csap.scs.es;938180440
148;ÀPTIMA CENTRE CLÍNIC - MÚTUA DE TERRASSA;PL DOCTOR ROBERT, 5;Terrassa;BARCELONA;8221;70;8439,2;GENERAL;03:00;23:59;41,5635015220001;2,01659752600006;cmarin@mutuaterrassa.cat;937365072
149;INSTITUT CATALÀ D'ONCOLOGIA - HOSPITAL DURAN I REYNALS;AV GRAN VIA, 203;Hospitalet de Llobregat, L';BARCELONA;8908;126;15190,56;ONCOLÓGICO;03:00;23:59;41,344924307;2,11117079800005;cserra@ico.scs.es;933357011
150;SAR MONT MARTÍ;CT CASSERRES (ABANS PO. LA SALA S/N), 1;Puig-reig;BARCELONA;8692;20;2411,2;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,9550525940001;1,87131500000004;direccion.montmarti@domusvi.es;938290138
151;REGINA SAR;CR MARE DE DÉU DEL COLL, 22;Barcelona;BARCELONA;8023;12;1446,72;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,4090521140001;2,14957188100004;direccion.regina@sarquavitae.es;932848635
152;CENTRE VALLPARADÍS;CR SANT ANTONI, 52;Terrassa;BARCELONA;8221;81;9765,36;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,5648907280001;2,01660961200002;gerenciamutua@mutuaterrassa.es;937365030
153;ITA MARESME;CR BARÓ DE VIVER, 58;Argentona;BARCELONA;8310;77;9283,12;OTROS MONOGRÁFICOS;03:00;23:59;41,5489737840001;2,39601855100005;itacat@itacat.com;937530062
154;CLÍNICA LLÚRIA;PG MERCADER, 14;Barcelona;BARCELONA;8008;40;4822,4;PSIQUIÁTRICO;03:00;23:59;41,3924929;2,15987221900002;clinicalluria@cpbssm.org;934882142
155;ANTIC HOSPITAL DE SANT JAUME I SANTA MAGDALENA;CR HOSPITAL, 29-31;Mataró;BARCELONA;8301;70;8439,2;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,5396972140001;2,44885690200005;gerencia@csdm.es;937582800
156;PARC SANITARI SANT JOAN DE DÉU - NUMÀNCIA;CR NUMÀNCIA, 7-13;Barcelona;BARCELONA;8029;159;19169,04;PSIQUIÁTRICO;03:00;23:59;41,3813705050001;2,14125100100006;upps@pssjd.org;933249600
157;PRYTANIS HOSPITALET CENTRE SOCIOSANITARI;CR APRESTADORA, 43-45;Hospitalet de Llobregat, L';BARCELONA;8902;104;12538,24;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,3642542000001;2,13003411300002;prytanis@prytanis.com;932988090
158;COMUNITAT TERAPÈUTICA ARENYS DE MUNT;"CT BARRI ORIENT  ""CAN ZARIQUIEY"", 26";Arenys de Munt;BARCELONA;8358;42;5063,52;PSIQUIÁTRICO;03:00;23:59;41,620505;2,53148284700006;ctam@ctm-salutmental.com;937938006
159;HOSPITAL SOCIOSANITARI PERE VIRGILI;AV VALLCARCA, 169-205;Barcelona;BARCELONA;8023;366;44124,96;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,415848613;2,14207002600006;pvirgili@perevirgili.catsalut.cat;932594000
160;BENITO MENNI COMPLEX ASSISTENCIAL EN SALUT MENTAL;CR FRANCESC RIBAS, 59;Granollers;BARCELONA;8402;30;3616,8;PSIQUIÁTRICO;03:00;23:59;41,613547263;2,29179322600004;hospital@hospitalbenitomenni.org;938425035
161;HOSPITAL  SANITAS CIMA;PS MANUEL GIRONA, 33;Barcelona;BARCELONA;8034;83;10006,48;GENERAL;03:00;23:59;41,3910109170001;2,12365918900002;infocima@sanitas.es;935522700
162;PARC SANITARI SANT JOAN DE DEU - BRIANS 1.;CT DE MARTORELL A CAPELLADES, ,23;Sant Esteve Sesrovires;BARCELONA;8635;150;18084,0;GENERAL;03:00;23:59;41,5034867680001;1,88302869500006;joodircperi.dj@gencat.cat;937758000
163;INSTITUT CATALÀ D'ONCOLOGIA - HOSPITAL GERMANS TRIAS I PUJOL;CT CANYET, S/N;Badalona;BARCELONA;8916;36;4340,16;ONCOLÓGICO;03:00;23:59;41,478603795;2,22919372500007;ccalle@iconcologia.net;934651200
164;CENTRE COLLSEROLA MUTUAL;PS VALL D'HEBRON,, 159;Barcelona;BARCELONA;8035;34;4099,04;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,4350104810001;2,14706349200003;mutuam@mutuam.com;933613900
165;CENTRE SOCIOSANITARI SARQUAVITAE SANT JORDI;CT SANT JOAN DESPÍ, 60;Cornellà de Llobregat;BARCELONA;8940;51;6148,56;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,3581965400001;2,06464944800007;direccion.santjordi@sarquavitae.es;934752690
166;HOSPITAL GENERAL PENITENCIARI;CT TORREBONICA, S/N;Terrassa;BARCELONA;8227;32;3857,92;GENERAL;03:00;23:59;41,556818929;2,05310753900005;suhp@cst.cat;937317861
167;CENTRE SOCIOSANITARI DE L'HOSPITALET - CONSORCI SANITARI INTEGRAL;AV JOSEP MOLINS, 41;Hospitalet de Llobregat, L';BARCELONA;8906;123;14828,88;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,373773665;2,10633190000004;carmen.gimeno@sanitatintegral.org;934407500
168;SAR LA SALUT JOSEP SERVAT;CR ANTEQUERA,, 8-18;Barcelona;BARCELONA;8024;56;6751,36;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,413709829;2,15716762500006;info@sarquavitae.es;932857512
169;CLÍNICA CREU BLANCA;PS REINA  ELISENDA  DE  MONTCADA,, 17;Barcelona;BARCELONA;8034;51;6148,56;GENERAL;03:00;23:59;41,398264919;2,11825506900004;inform@creublanca.es;932522522
170;HESTIA GRÀCIA;CR SECRETARI COLOMA, 95;Barcelona;BARCELONA;8024;153;18445,68;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,4102245760001;2,16214781500003;hestiagracia@hestiagracia.org;934170400
171;CENTRE SOCIOSANITARI D'ESPLUGUES;VI AUGUSTA, 66-70;Esplugues de Llobregat;BARCELONA;8950;131;15793,36;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,3827458380001;2,08487642000006;jcayetano@sjdsse.cat;936406350
172;CENTRE SOCIOSANITARI RICARD FORTUNY;AV GARRAF, 3;Vilafranca del Penedès;BARCELONA;8720;187;22544,72;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,339919229;1,70516714000007;cssv@cssv.cat;938172357
173;CENTRE RESIDENCIAL AMMA DIAGONAL;CR LLACUNA, 120-122;Barcelona;BARCELONA;8018;5;602,8;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,403961184;2,19523661300002;direccion@diagonal.amavir.es;933209630
174;CENTRE FÒRUM;CR LLULL, 410;Barcelona;BARCELONA;8019;223;26884,88;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,4129792680001;2,21812594400006;cforum@parcdesalutmar.cat;932483000
175;CENTRE SOCIOSANITARI BLAUCLÍNIC DOLORS ALEU;CR MARQUÈS DE SANTA ANNA, 9;Barcelona;BARCELONA;8023;174;20977,44;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,4063868150001;2,14810789400002;msanchez@blauclinic.cat;934343216
176;PARC SANITARI SANT JOAN DE DÉU - TIL·LERS;CR MOSSOS D'ESQUADRA, 3;Mollet del Vallès;BARCELONA;8100;10;1205,6;PSIQUIÁTRICO;03:00;23:59;41,352989516;2,03386476700007;qualitatiseguretat@pssjd.org;935705289
177;CLÍNICA GALATEA;CR PALAFOLLS, 15-19;Barcelona;BARCELONA;8017;22;2652,32;PSIQUIÁTRICO;03:00;23:59;41,41077848;2,11343932200003;info@clinica-galatea.com;932057267
178;HOSPITAL D'IGUALADA;AV CATALUNYA, 11;Igualada;BARCELONA;8700;280;33756,8;GENERAL;03:00;23:59;41,588104421;1,61971021900007;fgcardona@csa.cat;938075500
179;CENTRE SOCIAL I SANITARI FREDERICA MONTSENY;CR ESLIDA, 6-8;Viladecans;BARCELONA;8840;76;9162,56;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,3216555980001;2,01799699400004;mgrifol@chc.cat;936473525
180;PARC SANITARI SANT JOAN DE DEU-SERVEIS SANITARIS CENTRE PENITENCIARI BRIANS-2;CT MARTORELL A CAPELLADES, ,23;Sant Esteve Sesrovires;BARCELONA;8635;152;18325,12;GENERAL;03:00;23:59;41,4829211410001;1,87441500000006;justicia@gencat.net;936935000
181;CENTRE INTEGRAL DE SERVEIS EN SALUT MENTAL COMUNITÀRIA;CR VERNTALLAT, 11-19;Barcelona;BARCELONA;8024;25;3014,0;PSIQUIÁTRICO;03:00;23:59;41,4062084070001;2,15577737600006;cis@arapdis.org;932184908
182;CENTRE SOCIOSANITARI SANT JORDI DE LA VALL D'HEBRON;PS VALL D'HEBRON, 135-141;Barcelona;BARCELONA;8035;57;6871,92;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,4305539000001;2,14476586700005;msanchez@blauclinic.cat;934280000
183;LEPANT RESIDENCIAL QGG, SL;CR LEPANT, 401-403;Barcelona;BARCELONA;8025;10;1205,6;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,4113749000001;2,16745930300004;andresmanero@hotmail.com;934507438
184;MAPFRE QUAVITAE BARCELONA;CR SANT ANTONI MARIA CLARET, 200;Barcelona;BARCELONA;8025;38;4581,28;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,4100999070001;2,17288571500006;recepcion.claret@sarquavitae.es;934579400
185;UNITAT POLIVALENT SALUT MENTAL BARCELONA-NORD;AV JORDÀ, 8;Barcelona;BARCELONA;8035;52;6269,12;PSIQUIÁTRICO;03:00;23:59;41,42525291;2,14074683600006;jroman.merced@hospitalarias.es;934275250
186;CQM CLÍNIC MARESME, SL;CR LEPANT, 13-21;Mataró;BARCELONA;8301;10;1205,6;GENERAL;03:00;23:59;41,5358764050001;2,44422911500004;info@cqm-mataro.com;937556219
187;SERVEIS SANITARIS LA ROCA DEL VALLES 2;CT MASNOU A GRANOLLERS, ,13;Roca del Vallès, La;BARCELONA;8430;34;4099,04;GENERAL;03:00;23:59;41,5985150000001;2,33607477700002;mpujolr@gencat.cat;932140100
188;CLÍNICA DEL VALLÈS;PS RUBIÓ I ORS, 25-27;Sabadell;BARCELONA;8203;107;12899,92;GENERAL;03:00;23:59;41,532266178;2,11824141900007;jmallofre@clinicavalles.com;937283100
189;CENTRE GERONTOLÒGIC AMMA SANT CUGAT;CR VICTOR HUGO, 10;Sant Cugat del Vallès;BARCELONA;8174;4;482,24;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,4840486310001;2,08544127600004;direccion@santcugat.amma.es;935836100
190;SERVEIS SANITARIS SANT JOAN DE VILATORRADA;CT DE MANRESA A SOLSONA. CAMÍ DE LES TORRES, C-55;Sant Joan de Vilatorrada;BARCELONA;8250;56;6751,36;GENERAL;03:00;23:59;41,74519538;1,80985323700003;;932140100
191;CENTRE SOCIOSANITARI STAUROS;PL KARL MARX, 1;Barcelona;BARCELONA;8042;49;5907,44;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,4406977470001;2,16193712800003;stauros@centrestauros.org;931171074
192;HOSPITAL DE SANT JOAN DESPÍ MOISÈS BROGGI;AV JACINT VERDAGUER, 90;Sant Joan Despí;BARCELONA;8970;328;39543,68;GENERAL;03:00;23:59;41,3661809750001;2,05232515200004;carmen.gimeno@sanitatintegral.org;935531200
193;AMMA HORTA;AV CAN  MARCET, 11;Barcelona;BARCELONA;8035;5;602,8;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,434944667;2,14862283100007;recepcion@horta.amma.es;934280092
194;UNITAT POLIVALENT BENITO MENNI EN SALUT MENTAL DE L'HOSPITALET-EL PRAT DE LLOBREGAT;CR SANT RAFAEL, 11;Hospitalet de Llobregat, L';BARCELONA;8905;35;4219,6;PSIQUIÁTRICO;03:00;23:59;41,3693682430001;2,10531679100006;jorrit.hbmenni@hospitalarias.es;936402400
195;ITA MARESME;CR AVENIR, 14;Barcelona;BARCELONA;8006;56;6751,36;OTROS MONOGRÁFICOS;03:00;23:59;41,3970621130001;2,14886336400002;snavarro@itacat.com;933621258
196;CENTRE SOCIOSANITARI DEL CENTRE INTEGRAL DE SALUT COTXERES;AV BORBÓ, 18-30;Barcelona;BARCELONA;8016;209;25197,04;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,426419637;2,17632730500003;jserrat@consorci.org;932438991
197;CLÍNICA SANT ANTONI;CR SANT ELOI, 6-8;Barcelona;BARCELONA;8038;224;27005,44;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,356076805;2,14325702400004;provfig@ediho.es;932974010
198;CLÍNICA DIAGONAL;CR SANT MATEU, 24;Esplugues de Llobregat;BARCELONA;8950;98;11814,88;GENERAL;03:00;23:59;41,3788186190001;2,09653111800003;info@clinicadiagonal.com;932053213
199;HOSPITAL SOCIOSANITARI DE MOLLET;CR SANT LLORENÇ, 39-41;Mollet del Vallès;BARCELONA;8100;109;13141,04;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,541136072;2,21139796300002;direcciogeneral@hospitalmollet.cat;935760300
200;CENTRE SOCIOSANITARI ISABEL ROIG;CR FERNANDO PESSOA, 47-51;Barcelona;BARCELONA;8030;251;30260,56;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,4432523880001;2,19258286300004;cssisabelroig@blauclinic.cat;931780667
201;IVÁN MAÑERO CLÍNIC;CR VICTOR HUGO, 24;Sant Cugat del Vallès;BARCELONA;8174;17;2049,52;QUIRÚRGICO;03:00;23:59;41,4840486310001;2,08544127600004;imclinic@imclinic.com;902401540
202;INSTITUT TRASTORN LÍMIT;CR PEDRO I PONS, 1;Sant Cugat del Vallès;BARCELONA;8195;14;1687,84;PSIQUIÁTRICO;03:00;23:59;41,4687280090001;2,03665952700004;cervantes.ana@hotmail.com;666301013
203;CENTRE D'HOSPITALITZACIÓ I HOSPITAL DE DIA TRASTORNS DE LA CONDUCTA;CR CIRÉS, S/N;Argentona;BARCELONA;8310;40;4822,4;PSIQUIÁTRICO;03:00;23:59;41,562415;2,39339669400005;gfaus@itacat.com;937533006
204;SARQUAVITAE BONANOVA;CR CALATRAVA, 83;Barcelona;BARCELONA;8017;28;3375,68;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,402554407;2,12718543400007;ldomingo@sarquavitae.es;932534940
205;CENTRE LA CREUETA;PL DE LES VAQUES, S/N;Sabadell;BARCELONA;8202;46;5545,76;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,5543250000001;2,12943347600003;dcabre@mutuam.com;937451164
206;UNITAT TERAPÈUTICA-EDUCATIVA ACOMPANYA'M;CR JESÚS I MARIA, 18-20;Barcelona;BARCELONA;8022;30;3616,8;PSIQUIÁTRICO;03:00;23:59;41,411089045;2,13081199900006;mcastillo@jdhospitalbarcelona.com;932532100
207;HOSPITAL RECOLETAS DE BURGOS;CRUZ ROJA, S/N;Burgos;BURGOS;9006;92;11091,52;GENERAL;03:00;23:59;42,344340048;-3,68387167599997;admision.hrb@gruporecoletas.com;947244055
208;HOSPITAL SAN JUAN DE DIOS DE BURGOS;Pº DE LA ISLA, 3;Burgos;BURGOS;9003;160;19289,6;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;42,340327813;-3,71283893499998;burgos.hospital@hsjd.es;947257730
209;HOSPITAL SANTOS REYES;AV. RUPERTA BARAYA, 6;Aranda de Duero;BURGOS;9400;123;14828,88;GENERAL;03:00;23:59;41,6692634450001;-3,69085628899995;gerente.hsry@saludcastillayleon.es;947522000
210;HOSPITAL RESIDENCIA ASISTIDA DE LA LUZ;DURATÓN, 2;Aranda de Duero;BURGOS;9400;75;9042,0;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,6620314890001;-3,69489954699998;gerencia@hralaluz.es;947500150
211;HOSPITAL SANTIAGO APÓSTOL;CTRA. DE ORÓN, S/N;Miranda de Ebro;BURGOS;9200;114;13743,84;GENERAL;03:00;23:59;42,66958973;-2,98947537899994;gerente.hsap@saludcastillayleon.es;947349000
212;COMPLEJO ASISTENCIAL UNIVERSITARIO DE BURGOS;AV. ISLAS BALEARES, 3;Burgos;BURGOS;9006;865;104284,4;GENERAL;03:00;23:59;42,3593344760001;-3,68757909499993;gerente.cabu@saludcastillayleon.es;947281800
213;HOSPITAL CIUDAD DE CORIA;CERVANTES, 75;Coria;CÁCERES;10800;103;12417,68;GENERAL;03:00;23:59;39,991088001;-6,54212168499993;;927149200
214;HOSPITAL CAMPO ARAÑUELO;TOMÁS YUSTE MIRÓN, S/N;Navalmoral de la Mata;CÁCERES;10300;102;12297,12;GENERAL;03:00;23:59;39,8880520290001;-5,56096707299997;;927548900
215;HOSPITAL VIRGEN DEL PUERTO;PARAJE VALCORCHERO, S/N;Plasencia;CÁCERES;10600;250;30140,0;GENERAL;03:00;23:59;40,04942701;-6,08619013399993;gerent.hvpt@salud-juntaex.es;927428300
216;HOSPITAL SOCIOSANITARIO DE PLASENCIA;CTRA. DE CÁCERES, S/N;Plasencia;CÁCERES;10600;330;39784,8;PSIQUIÁTRICO;03:00;23:59;40,0239950000001;-6,08184980199997;montserrat.martinl@salud-juntaex.es;927428800
217;COMPLEJO HOSPITALARIO DE CÁCERES;AV.PABLO NARANJO, S/N;Cáceres;CÁCERES;10003;520;62691,2;GENERAL;03:00;23:59;39,466614608;-6,36934482599997;;927256200
218;HOSPITAL QUIRÓN SALUD DE CÁCERES;AV. DE LA UNIVERSIDAD, 5;Cáceres;CÁCERES;10004;35;4219,6;GENERAL;03:00;23:59;39,4819542710001;-6,36359501599998;arnaldo.pons@quironsalud.es;927181360
219;CLÍNICA SOQUIMEX;AVDA. LA SALLE, 22;Plasencia;CÁCERES;10600;20;2411,2;GENERAL;03:00;23:59;40,0324218370001;-6,08499297599997;soquimex@soquimex.com;927418484
220;CLINICA QUIRÚRGICA CACEREÑA, S.A-(CLÍNICA SAN FRANCISCO);RONDA DE SAN FRANCISCO, 1;Cáceres;CÁCERES;10002;32;3857,92;GENERAL;03:00;23:59;39,4688316840001;-6,36881486999994;clinica@cqcsanfrancisco.es;927012200
221;HOSPITAL UNIVERSITARIO PUERTA DEL MAR;AV. ANA DE VIYA, 21;Cádiz;CÁDIZ;11009;738;88973,28;GENERAL;03:00;23:59;36,509116303;-6,27786388499993;gerencia.hpm.sspa@juntadeandalucia.es;956002040
222;CLÍNICA LA SALUD;FEDUCHY, 8-14;Cádiz;CÁDIZ;11001;58;6992,48;GENERAL;03:00;23:59;36,5320240410001;-6,29584571899994;administracion@clinicalasalud.es;956225301
223;HOSPITAL SAN RAFAEL;DIEGO ARIAS, 2;Cádiz;CÁDIZ;11002;280;33756,8;GENERAL;03:00;23:59;36,5327979360001;-6,30252129399997;cadiz.secretaria@jmpascual.com;956017267
224;CLÍNICA  LOS ÁLAMOS;AV. DE TAMARIX, 4;Jerez de la Frontera;CÁDIZ;11407;15;1808,4;GENERAL;03:00;23:59;36,7039492070001;-6,13073367899995;rrhh@clinicalosalamos.com;956182244
225;HOSPITAL UNIVERSITARIO DE JEREZ DE LA FRONTERA;RONDA DE CIRCUNVALACIÓN, S/N;Jerez de la Frontera;CÁDIZ;11408;498;60038,88;GENERAL;03:00;23:59;36,6913972930001;-6,14980105599994;manuel.herrera.sspa@juntadeandalucia.es;956032075
